gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000037636,3.951620074,-0.491365742,0.539145839,-0.911378159,0.362096158,0.546607685
ENSMUSG00000016319,10504.87001,-0.031828305,0.04847572,-0.656582408,0.511449464,0.68122983
ENSMUSG00000006423,2366.359209,-0.319043329,0.055445338,-5.754195744,8.71E-09,1.69E-07
ENSMUSG00000133998,22.27832799,-0.56592563,0.239561207,-2.362342543,0.018159854,0.057017087
ENSMUSG00000016308,1363.895893,-0.270145365,0.051621863,-5.233157998,1.67E-07,2.40E-06
ENSMUSG00000044149,1456.8852,-0.184783257,0.073471891,-2.51501977,0.011902571,0.040367443
ENSMUSG00000087155,0.544251232,-0.718438713,1.353864404,-0.530657805,0.595655931,NA
ENSMUSG00000050379,3368.628901,0.237444078,0.038500994,6.167219489,6.95E-10,1.67E-08
ENSMUSG00000044400,0.040070321,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000079641,1701.169114,0.166882195,0.091309528,1.827653669,0.067601546,0.162382233
ENSMUSG00000065642,3.005057347,-0.137503118,0.566743606,-0.24261962,0.808300081,0.891080175
ENSMUSG00000036572,2057.406237,0.176702956,0.051305232,3.44415081,0.000572856,0.003052594
ENSMUSG00000016409,898.7665686,0.038192391,0.089913309,0.424769054,0.671005039,0.803834385
ENSMUSG00000036551,7.391955608,-0.30444483,0.439426428,-0.692823214,0.488420502,0.662255081
ENSMUSG00000016427,1199.28394,-0.274238572,0.078290522,-3.502832348,0.000460339,0.002536692
ENSMUSG00000036537,156.9809822,0.183380453,0.100967479,1.81623285,0.069334661,0.165431767
ENSMUSG00000073243,0.041078085,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000051827,0.045096597,0.416531702,3.777781541,0.110258282,0.912204542,NA
ENSMUSG00000094945,0.041078085,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000079630,0.088709919,0.416529805,3.777781541,0.11025778,0.91220494,NA
ENSMUSG00000079628,0.082443663,0.416529805,3.777781541,0.11025778,0.91220494,NA
ENSMUSG00000095180,0.040070321,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000064137,0.04881993,0,3.777781541,0,1,NA
ENSMUSG00000121801,0.094924546,0.828724982,3.777781541,0.219368159,0.826363271,NA
ENSMUSG00000071766,0.093319781,0.416529805,3.777781541,0.11025778,0.91220494,NA
ENSMUSG00000048047,1590.880638,-0.072724438,0.057523072,-1.264265537,0.206134735,0.371555335
ENSMUSG00000036502,2962.827978,-0.073496593,0.047025233,-1.562918194,0.118071838,0.248097165
ENSMUSG00000016327,0.165659266,1.163147913,3.276934414,0.354950013,0.72262704,NA
ENSMUSG00000081473,2.006355146,-0.460877378,0.746687763,-0.617229049,0.537083658,0.703306226
ENSMUSG00000016534,5115.988032,-0.064134595,0.058687914,-1.092807536,0.274478312,0.454145353
ENSMUSG00000031095,4263.55779,0.10065723,0.053364312,1.886227448,0.059264311,0.146840381
ENSMUSG00000000355,1281.292814,-0.088859897,0.055463263,-1.602139742,0.109124712,0.234048426
ENSMUSG00000048970,1150.892627,-0.245973969,0.073224479,-3.359176762,0.00078175,0.003989681
ENSMUSG00000051361,0.791277014,0.592184785,1.251027207,0.473358838,0.635957192,NA
ENSMUSG00000080996,0.301934156,0.838686118,2.144302777,0.391122992,0.695706327,NA
ENSMUSG00000081880,0.09313343,0.004346819,3.777781541,0.001150627,0.999081932,NA
ENSMUSG00000001986,5214.848375,0.076006785,0.080166985,0.948105826,0.343075582,0.528029429
ENSMUSG00000037475,4164.016676,0.06639236,0.091713746,0.723908494,0.469121915,0.645008913
ENSMUSG00000025860,8411.860929,-0.05344207,0.054657489,-0.977762996,0.328191557,0.512109908
ENSMUSG00000082324,0.203102356,0.403973397,2.676252495,0.150947416,0.880017197,NA
ENSMUSG00000025862,6855.108955,-0.01919859,0.077788601,-0.246804669,0.805059397,0.888907782
ENSMUSG00000105993,3.406156404,1.30254274,0.55517015,2.346204567,0.018965695,0.059045543
ENSMUSG00000005696,0.279974493,0.836201094,1.93262674,0.432675941,0.66525021,NA
ENSMUSG00000016150,7152.144631,-0.109298465,0.113932007,-0.959330634,0.337392208,0.521911489
ENSMUSG00000050926,12.35412016,-0.047381453,0.324155024,-0.146169114,0.883787887,0.935099052
ENSMUSG00000045284,1116.939525,0.21325203,0.079808289,2.67205365,0.007538859,0.027540738
ENSMUSG00000037086,162.508084,0.596831182,0.399549236,1.493761289,0.135238023,0.274121832
ENSMUSG00000063816,4.151428812,1.068132039,0.547846861,1.949690898,0.051212972,0.130990817
ENSMUSG00000083094,0.040070321,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000031099,933.0885289,0.246722221,0.080496029,3.065023486,0.002176529,0.009610491
ENSMUSG00000001173,3533.729952,0.314972856,0.061026387,5.161256809,2.45E-07,3.38E-06
ENSMUSG00000037010,812.2527165,-0.172633402,0.093393071,-1.84846049,0.064535755,0.156802954
ENSMUSG00000037005,12.82862572,-0.356541439,0.326294599,-1.092697948,0.274526441,0.454187368
ENSMUSG00000031101,30.39525734,0.433729109,0.195064854,2.223512338,0.026181272,0.076630459
ENSMUSG00000036985,2000.747138,-0.395582342,0.072412234,-5.462921416,4.68E-08,7.67E-07
ENSMUSG00000063785,961.4104109,-0.094897393,0.046196063,-2.054231179,0.039953322,0.107299105
ENSMUSG00000036959,926.1774014,-0.04956496,0.060034033,-0.825614364,0.409022884,0.592683148
ENSMUSG00000031103,47.13652484,0.242863374,0.171686881,1.414571528,0.157194162,0.306167514
ENSMUSG00000036932,1191.818447,-0.226847893,0.047351944,-4.790677554,1.66E-06,1.83E-05
ENSMUSG00000031104,488.7791651,0.040618663,0.065192151,0.623060646,0.533244669,0.699927539
ENSMUSG00000036916,1401.620164,0.214094472,0.080827237,2.648791171,0.008078023,0.029251178
ENSMUSG00000031105,996.598174,-0.202871255,0.057362119,-3.536676423,0.000405196,0.002278512
ENSMUSG00000051209,0.103276744,0.828724982,3.777781541,0.219368159,0.826363271,NA
ENSMUSG00000031107,309.2724464,0.131317456,0.068582886,1.914726308,0.055527417,0.139577432
ENSMUSG00000079606,0.344814334,0.00435335,1.916051359,0.002272042,0.998187174,NA
ENSMUSG00000031109,586.7383301,-0.321402619,0.071117638,-4.519309535,6.20E-06,5.97E-05
ENSMUSG00000087369,0.123702337,1.187076237,3.774414323,0.314506076,0.753136703,NA
ENSMUSG00000036198,65.771261,0.478190873,0.582232132,0.821306222,0.411471864,0.595201683
ENSMUSG00000031111,247.7043647,-0.413877221,0.232894219,-1.777103886,0.075551149,0.176736911
ENSMUSG00000056281,0.040070321,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000119984,38.32971169,0.361040692,0.16805061,2.148404535,0.031681633,0.089297164
ENSMUSG00000085396,4493.961192,-0.012342253,0.090811601,-0.135910537,0.891892006,0.940390814
ENSMUSG00000031112,49.98176285,0.265887422,0.202249027,1.314653655,0.188626329,0.349156579
ENSMUSG00000036131,14.42446348,-0.48763363,0.362745855,-1.344284499,0.178856406,0.336252294
ENSMUSG00000050029,1457.436141,-0.258939485,0.046196895,-5.60512744,2.08E-08,3.70E-07
ENSMUSG00000036109,17.73218692,-0.397526205,0.375211088,-1.059473501,0.289384191,0.47030281
ENSMUSG00000082950,0.089003064,0.416529805,3.777781541,0.11025778,0.91220494,NA
ENSMUSG00000062184,1849.672195,0.021736277,0.065560566,0.331544989,0.740232864,0.848430083
ENSMUSG00000055780,0.094141194,-0.820032698,3.777781541,-0.217067263,0.828155926,NA
ENSMUSG00000031119,296.6171291,0.259946671,0.089180839,2.914826475,0.003558864,0.014655947
ENSMUSG00000055653,122.202113,0.396288244,0.111513314,3.553730329,0.000379808,0.002158809
ENSMUSG00000070106,0.048610281,0,3.777781541,0,1,NA
ENSMUSG00000065473,0.040094581,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000065456,0.051362852,0.416531702,3.777781541,0.110258282,0.912204542,NA
ENSMUSG00000083621,39.04304899,-0.122314271,0.198300616,-0.61681236,0.537358499,0.703512112
ENSMUSG00000073207,50.93651902,0.225764237,0.160761139,1.404345841,0.16021589,0.310837547
ENSMUSG00000081684,1.067434701,-0.001390273,1.057511129,-0.001314665,0.998951049,0.999654117
ENSMUSG00000025626,1735.938669,-0.066995276,0.050131369,-1.336394317,0.181420423,0.339604033
ENSMUSG00000025630,5169.166734,0.146294103,0.053818777,2.718272541,0.006562376,0.024522675
ENSMUSG00000076050,0.099358272,0,3.777781541,0,1,NA
ENSMUSG00000061082,0.053063109,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000036022,294.9659573,0.002497867,0.071564318,0.034903809,0.972156444,0.986389161
ENSMUSG00000081145,0.053063109,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000023074,748.8563895,0.282800679,0.078196067,3.616558879,0.000298545,0.001750422
ENSMUSG00000060967,0.048659996,0.416531702,3.777781541,0.110258282,0.912204542,NA
ENSMUSG00000079593,1.057958316,-0.952288626,1.108676232,-0.858942041,0.390372493,0.574458784
ENSMUSG00000051851,2834.807596,0.138731796,0.078027509,1.777985718,0.075406201,0.176553296
ENSMUSG00000067925,1425.569145,-0.031733513,0.083794408,-0.378706812,0.704905595,0.826312338
ENSMUSG00000067924,1620.317395,0.02834733,0.070396433,0.402681341,0.687182662,0.814811115
ENSMUSG00000143177,1.095978049,0.534710529,1.014414044,0.527112704,0.598115325,0.750193434
ENSMUSG00000121458,22.98212013,0.416992183,0.2079316,2.005429588,0.044917141,0.117953745
ENSMUSG00000055555,7.988345822,0.218276223,0.374026613,0.58358474,0.55949973,0.720360309
ENSMUSG00000054727,0.493456857,0.391527093,1.363186224,0.287214678,0.773947948,NA
ENSMUSG00000059334,1.292442817,-0.150419921,1.059414869,-0.141983962,0.887092674,0.937185659
ENSMUSG00000054626,29.28300653,0.142483377,0.201756952,0.706212974,0.480055703,0.655069733
ENSMUSG00000080968,1.812901845,-0.699744025,0.828006521,-0.845094824,0.398057898,0.581722654
ENSMUSG00000031125,5.135038808,0.698551971,0.447654091,1.560472661,0.118648226,0.248996605
ENSMUSG00000073177,0.145830843,0,3.777781541,0,1,NA
ENSMUSG00000121973,0.077417388,0.41653116,3.777781541,0.110258138,0.912204656,NA
ENSMUSG00000123069,0.476894255,0.728045013,1.462480564,0.497815172,0.618614322,NA
ENSMUSG00000073176,298.166262,-0.284065961,0.083753725,-3.391681528,0.000694651,0.00359538
ENSMUSG00000054850,406.3231694,0.016760161,0.075587725,0.221731252,0.8245231,0.900825957
ENSMUSG00000081620,1.87602292,0.140652705,0.737201412,0.190792777,0.848687948,0.91566474
ENSMUSG00000035967,4787.251103,0.23978985,0.100583299,2.383992697,0.017125942,0.054379984
ENSMUSG00000064016,0.839255044,0.427765945,1.223847343,0.349525574,0.726694775,NA
ENSMUSG00000061273,2926.880882,-0.244802764,0.046992544,-5.20939585,1.89E-07,2.68E-06
ENSMUSG00000060681,6106.479809,0.02093336,0.030879682,0.677900761,0.497834617,0.669972633
ENSMUSG00000023092,4483.875518,0.12367577,0.048755842,2.53663487,0.011192362,0.0384441
ENSMUSG00000067878,5.059401775,-0.235894633,0.419832886,-0.561877453,0.574199517,0.733001091
ENSMUSG00000053852,0.644699761,-1.54014769,1.364966949,-1.128340647,0.259176084,NA
ENSMUSG00000031130,3.869669142,0.221117646,0.620853964,0.356150817,0.721727623,0.836792058
ENSMUSG00000067873,4409.573024,0.143695028,0.048679437,2.951862998,0.00315863,0.013254274
ENSMUSG00000031133,461.5925267,0.128470718,0.089672506,1.432665643,0.151953413,0.298685144
ENSMUSG00000031134,3895.023029,-0.111888302,0.059978991,-1.865458232,0.062117202,0.152393011
ENSMUSG00000079584,0.037347066,0,3.777781541,0,1,NA
ENSMUSG00000036357,85.90817804,-0.186332841,0.307862137,-0.605247672,0.545014445,0.709098393
ENSMUSG00000067860,645.9074843,-0.155202498,0.05982938,-2.594085012,0.009484303,0.033402517
ENSMUSG00000081373,0.965693312,-0.433451956,1.179962272,-0.367343911,0.713362504,0.831821383
ENSMUSG00000046180,0.792991264,-0.69555838,1.395670093,-0.498368765,0.618224148,NA
ENSMUSG00000031137,937.5289381,0.064968827,0.085697111,0.758121557,0.448378216,0.6281183
ENSMUSG00000031138,2.903000051,-0.158749798,0.60535691,-0.262241656,0.79313514,0.881724168
ENSMUSG00000142832,1.074166763,0.491755495,1.034595294,0.475311939,0.634564651,0.777587181
ENSMUSG00000031139,204.3124298,-0.06070175,0.160737973,-0.377644119,0.705694985,0.826736978
ENSMUSG00000062949,2262.413187,0.183402182,0.080119541,2.289106734,0.022073152,0.066789301
ENSMUSG00000070081,0.053063109,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000082226,58.9857636,0.189212902,0.175668601,1.077101435,0.281434952,0.461783537
ENSMUSG00000084331,1.070652433,0.166245287,0.94949266,0.175088544,0.86101006,0.922510779
ENSMUSG00000045179,17.05011817,-0.041424867,0.268464179,-0.154303144,0.877370719,0.93106585
ENSMUSG00000071753,422.3080921,-0.288335874,0.077813836,-3.705457646,0.000211009,0.001304015
ENSMUSG00000121394,131.0548851,0.450929698,0.128619625,3.505916744,0.000455038,0.00251211
ENSMUSG00000057615,440.1853427,-0.145100282,0.103023921,-1.408413501,0.159008664,0.30887182
ENSMUSG00000045330,0.130851802,0.004346654,3.501224977,0.001241467,0.999009453,NA
ENSMUSG00000085757,0.234472891,0.004349641,2.588101332,0.00168063,0.998659052,NA
ENSMUSG00000083346,0.093706878,0.416528451,3.777781541,0.110257421,0.912205224,NA
ENSMUSG00000031179,0.181508997,-0.407842056,2.730288901,-0.149376887,0.881256249,NA
ENSMUSG00000046699,3000.308848,-0.329773141,0.079783014,-4.1333753,3.57E-05,0.000279869
ENSMUSG00000036790,1495.831872,0.031726329,0.059200089,0.535916907,0.592015979,0.746143946
ENSMUSG00000076005,0.051362852,0.416531702,3.777781541,0.110258282,0.912204542,NA
ENSMUSG00000000838,4642.361151,0.038157308,0.061050186,0.625015417,0.531960939,0.698817981
ENSMUSG00000062170,2.170452925,0.327105391,0.758885605,0.43103386,0.666443751,0.800221668
ENSMUSG00000071748,13.67809555,0.04739992,0.279091642,0.1698364,0.8651388,0.924779538
ENSMUSG00000031189,829.990104,-0.127852366,0.088818671,-1.439476226,0.150015641,0.295849058
ENSMUSG00000100511,0.101883039,-0.407848358,3.777781541,-0.107959752,0.914027619,NA
ENSMUSG00000035847,12729.12233,0.007496032,0.043612574,0.171877781,0.863533615,0.923889777
ENSMUSG00000045237,417.813557,-0.091941144,0.07381403,-1.245578162,0.212919304,0.38034371
ENSMUSG00000073139,1793.388091,-0.207492683,0.045393883,-4.570939263,4.86E-06,4.80E-05
ENSMUSG00000132967,0.041078085,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000059401,2651.569821,0.264084604,0.056065432,4.710292887,2.47E-06,2.62E-05
ENSMUSG00000031337,840.8612118,0.38589681,0.060445306,6.384231257,1.72E-10,4.74E-09
ENSMUSG00000015214,3005.408513,0.311455963,0.06738981,4.621707074,3.81E-06,3.87E-05
ENSMUSG00000035776,3252.556407,-0.325671055,0.036960093,-8.811424142,1.24E-18,1.33E-16
ENSMUSG00000015217,457.0033916,0.240075598,0.074817885,3.208799581,0.001332904,0.006306015
ENSMUSG00000056380,4.357179498,-0.453976862,0.643811897,-0.705138976,0.480723753,0.655532391
ENSMUSG00000073131,4141.464615,-0.039100136,0.035949529,-1.08763975,0.276754176,0.456515511
ENSMUSG00000073130,24.21072069,-0.841715882,0.233089921,-3.611120892,0.000304876,0.001784042
ENSMUSG00000033361,711.132456,-0.195582368,0.08970301,-2.180332269,0.029232841,0.083677388
ENSMUSG00000053593,2.313662593,1.642441642,0.72450105,2.266996911,0.023390414,0.069925583
ENSMUSG00000005864,15.23450928,0.973284083,0.307940441,3.160624437,0.001574313,0.00727519
ENSMUSG00000031340,22.04993267,0.110829731,0.395671847,0.280105172,0.779396817,0.873636566
ENSMUSG00000065542,0.043561694,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000031343,886.8982306,0.24072141,0.135793616,1.772700497,0.076278349,0.178089573
ENSMUSG00000031344,108.0038477,0.321165945,0.607104272,0.529012823,0.596796555,0.749335392
ENSMUSG00000031347,1032.501947,-0.408327259,0.071041034,-5.747766236,9.04E-09,1.75E-07
ENSMUSG00000031349,556.221936,-0.483196496,0.070706472,-6.83383689,8.27E-12,2.89E-10
ENSMUSG00000031351,156.4282692,0.305266061,0.314150871,0.971718017,0.331190851,0.515319868
ENSMUSG00000050424,1.596317444,0.110735193,0.793517824,0.139549723,0.889015767,0.938749643
ENSMUSG00000046287,506.15191,0.269580251,0.111931028,2.408449706,0.016020433,0.051457357
ENSMUSG00000079845,33.0736849,0.018594243,0.790274009,0.023528855,0.981228422,0.991238376
ENSMUSG00000057836,51.45563968,-1.152894684,0.39522461,-2.917061984,0.003533455,0.014563855
ENSMUSG00000058328,0.618654882,-2.291209622,3.735200244,-0.613410118,0.539605198,NA
ENSMUSG00000067771,0.268851668,0.817831786,1.947084571,0.420028898,0.674464343,NA
ENSMUSG00000071745,1.049871052,1.467348037,1.166211723,1.258217533,0.208313096,0.374606357
ENSMUSG00000072479,0.041078085,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000073125,215.0452892,-0.424989938,0.467413962,-0.909236721,0.363225185,0.548000642
ENSMUSG00000067768,24.53036283,-0.71560116,0.885300321,-0.808314583,0.41890951,0.602666129
ENSMUSG00000078317,536.6153884,-0.094201266,0.075111063,-1.254159672,0.209783975,0.376345651
ENSMUSG00000031362,2.257380816,-0.800389832,1.149932741,-0.696031867,0.486408873,0.660497283
ENSMUSG00000058147,0.56056997,-0.796993174,1.375677375,-0.579345992,0.562355738,NA
ENSMUSG00000137733,0.148633129,0.828727309,3.370573262,0.245871324,0.805781843,NA
ENSMUSG00000031365,1857.502685,-0.092640441,0.059339868,-1.561183812,0.118480387,0.248791878
ENSMUSG00000031374,41.99337344,0.390168799,0.260497618,1.497782595,0.134189744,0.27262102
ENSMUSG00000031372,0.179461344,-0.407847714,2.736623906,-0.149033162,0.881527466,NA
ENSMUSG00000031371,377.2328429,0.241112371,0.077924729,3.094170159,0.001973643,0.008858606
ENSMUSG00000031375,727.6305454,-0.419033694,0.1810595,-2.314342494,0.020648943,0.063305067
ENSMUSG00000031376,17123.85323,0.177462774,0.078571312,2.258620482,0.023907003,0.071158525
ENSMUSG00000031383,4.486695092,0.25345089,0.469745892,0.539548922,0.58950815,0.744553371
ENSMUSG00000002012,1465.098108,0.399779109,0.087882585,4.549014007,5.39E-06,5.27E-05
ENSMUSG00000120414,196.6491956,0.330096469,0.111310073,2.965557918,0.003021344,0.012752047
ENSMUSG00000019558,5774.517799,0.11273683,0.046119042,2.444474684,0.014506326,0.047539235
ENSMUSG00000002015,2674.190059,-0.195299506,0.047302767,-4.128712105,3.65E-05,0.000285045
ENSMUSG00000031378,538.0331952,-0.030947198,0.059112312,-0.523532194,0.600603954,0.752206377
ENSMUSG00000031385,929.523637,-0.785406845,0.072637157,-10.81274213,3.00E-27,1.01E-24
ENSMUSG00000002007,105.3103266,-0.379916986,0.131530584,-2.88843076,0.003871693,0.015734598
ENSMUSG00000002010,5539.417508,0.023405794,0.05235008,0.44710139,0.654801855,0.792443811
ENSMUSG00000002014,1210.55903,0.097099635,0.074698368,1.29988964,0.193638796,0.356228639
ENSMUSG00000002006,3381.252062,0.105042665,0.062568197,1.678850751,0.093181135,0.207909755
ENSMUSG00000031391,4348.473742,-0.324457671,0.07672388,-4.228900713,2.35E-05,0.000193752
ENSMUSG00000031390,1.797639072,-1.018897666,0.786065637,-1.29619922,0.194906858,0.357895084
ENSMUSG00000031389,132.0689238,-0.12691314,0.130224608,-0.974571108,0.329773051,0.51367255
ENSMUSG00000031388,833.8399298,0.003257019,0.062242954,0.052327513,0.958267731,0.978734791
ENSMUSG00000031387,196.5284539,0.074472025,0.100874201,0.738266316,0.460352631,0.638199769
ENSMUSG00000031386,4980.107976,0.023801395,0.065954003,0.360878696,0.71819013,0.834245417
ENSMUSG00000031392,2757.07792,-0.012286727,0.045373768,-0.270789208,0.78655316,0.877282365
ENSMUSG00000031393,7915.131987,-0.015137776,0.0629603,-0.240433666,0.809994082,0.892387522
ENSMUSG00000031394,4.344756134,-0.605021448,0.558496977,-1.083302996,0.278673956,0.458606531
ENSMUSG00000084131,9.749720327,0.366644606,0.333051162,1.100865714,0.270955106,0.449898374
ENSMUSG00000031397,1.42273222,-0.742372956,0.927648434,-0.800274036,0.423552043,0.606759621
ENSMUSG00000031328,4497.402989,0.12513672,0.11769335,1.063243761,0.287671422,0.468480023
ENSMUSG00000001964,1166.015366,-0.023334917,0.062894388,-0.371017465,0.710624523,0.830451239
ENSMUSG00000008682,5001.309437,0.04500119,0.062941108,0.714972946,0.474625761,0.649889216
ENSMUSG00000119320,13.84974286,-0.196556905,0.310395756,-0.63324611,0.526572939,0.693836601
ENSMUSG00000019088,100.2911616,0.131879964,0.102388199,1.288038716,0.197732487,0.361120054
ENSMUSG00000009995,1685.135273,0.14917076,0.086540956,1.723701312,0.084761778,0.193520943
ENSMUSG00000019087,12436.35199,-0.057903109,0.044722095,-1.294731593,0.195412837,0.358403953
ENSMUSG00000015291,19734.16989,0.093700767,0.060952521,1.537274659,0.124226064,0.257881123
ENSMUSG00000001962,988.4069484,0.215680516,0.052172537,4.13398555,3.57E-05,0.000279585
ENSMUSG00000106409,0.181374465,0.828737029,2.730840751,0.303473217,0.761529255,NA
ENSMUSG00000031398,1441.444086,-0.290644546,0.117733796,-2.468658575,0.013562055,0.044974858
ENSMUSG00000015289,444.721371,0.040344273,0.078475186,0.514102296,0.607180472,0.757036298
ENSMUSG00000015290,2050.115429,-0.173097808,0.04112018,-4.209558588,2.56E-05,0.000209301
ENSMUSG00000015290,6.638447049,0.099607779,0.423630991,0.235128641,0.814108889,0.895236294
ENSMUSG00000032806,70.71677733,-0.033607139,0.121748731,-0.276036872,0.782519746,0.874914525
ENSMUSG00000031399,838.2085312,-0.008431122,0.053091904,-0.1588024,0.873824558,0.929195908
ENSMUSG00000004221,2010.55984,0.289494728,0.051541719,5.616706888,1.95E-08,3.48E-07
ENSMUSG00000031400,2734.236272,0.178277133,0.037687157,4.73044792,2.24E-06,2.40E-05
ENSMUSG00000079536,0.369899047,2.031027485,2.003184371,1.013899427,0.310630745,NA
ENSMUSG00000079534,0.906899261,2.656837285,1.245480087,2.13318327,0.032909695,0.091988638
ENSMUSG00000079531,0.922806356,1.348046621,1.029103917,1.309922739,0.190221974,0.35137272
ENSMUSG00000032750,0.558606195,-0.409192143,1.374550593,-0.297691583,0.765938568,NA
ENSMUSG00000032750,54.4965866,0.530174,0.13640542,3.886751724,0.000101595,0.00069364
ENSMUSG00000031403,1553.046154,-0.08297788,0.063076272,-1.315516546,0.18833636,0.348862905
ENSMUSG00000031402,1607.047753,0.147105288,0.037255002,3.948605028,7.86E-05,0.000558051
ENSMUSG00000073094,4.489945827,0.489535519,0.506104283,0.967262156,0.333412997,0.517438525
ENSMUSG00000031196,126.0903249,-0.032569723,0.131862501,-0.246997611,0.804910073,0.888850908
ENSMUSG00000031198,3431.833329,0.147171499,0.047931076,3.07048184,0.002137137,0.009452264
ENSMUSG00000031200,605.3585085,-0.269975599,0.069679066,-3.874558265,0.000106818,0.000725575
ENSMUSG00000031201,1967.820599,0.26004285,0.055007873,4.727375122,2.27E-06,2.43E-05
ENSMUSG00000031197,4075.622522,-0.114093821,0.042156857,-2.706411953,0.006801462,0.025295216
ENSMUSG00000031202,2352.504719,-0.205117119,0.057172802,-3.587669523,0.000333647,0.001927863
ENSMUSG00000086937,7.437910588,0.89965295,0.450449875,1.997232099,0.045799976,0.119916493
ENSMUSG00000087396,180.5780702,-0.511694314,0.089560668,-5.713382054,1.11E-08,2.10E-07
ENSMUSG00000016382,5981.441931,-0.071753624,0.046417967,-1.545815767,0.122149068,0.254761359
ENSMUSG00000082755,7.879566958,0.49854867,0.424672512,1.1739603,0.240410928,0.415274186
ENSMUSG00000083482,0.372802924,-1.166724938,1.666772936,-0.699990331,0.483933343,NA
ENSMUSG00000081622,0.509846536,1.564792254,1.800400946,0.869135432,0.384773059,NA
ENSMUSG00000025246,3576.486095,0.114022217,0.045666764,2.496831561,0.012530846,0.042204893
ENSMUSG00000035725,982.392127,-0.240489054,0.047644307,-5.047592682,4.47E-07,5.76E-06
ENSMUSG00000044121,0.053063109,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000067684,0.150283671,-0.407852964,3.777781541,-0.107960971,0.914026652,NA
ENSMUSG00000047996,469.8314483,-0.829242019,0.097006354,-8.548326831,1.25E-17,1.16E-15
ENSMUSG00000083258,4.230060409,-0.299002941,0.488033193,-0.612669272,0.540095044,0.705973787
ENSMUSG00000073077,8.826513797,-0.180308692,0.341600264,-0.527835342,0.597613625,0.750036311
ENSMUSG00000046942,0.037347066,0,3.777781541,0,1,NA
ENSMUSG00000081221,1.87440364,-0.752446894,0.742961009,-1.012767675,0.311171144,0.494030681
ENSMUSG00000025666,7784.629869,-0.016333173,0.06463754,-0.252688654,0.800508816,0.886242064
ENSMUSG00000082319,17.1938876,-0.055159553,0.242482974,-0.227478044,0.82005204,0.898462382
ENSMUSG00000045103,2278.840866,0.01226833,0.118489764,0.103539158,0.917535073,0.953753079
ENSMUSG00000081583,1.382577194,1.317437242,0.927190698,1.42089135,0.155348348,0.30356154
ENSMUSG00000035476,1184.815599,0.177760938,0.060660432,2.93042649,0.003384971,0.014046277
ENSMUSG00000025059,1920.091404,-0.069374862,0.06482954,-1.070111906,0.284568941,0.465042948
ENSMUSG00000025058,9.510813569,0.301568356,0.346237934,0.870985894,0.383761855,0.568118096
ENSMUSG00000081212,0.892805079,-0.540727436,1.127358927,-0.479640887,0.631482768,NA
ENSMUSG00000035454,0.051913892,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000025056,0.719313802,-1.794334412,1.206105212,-1.487709691,0.136827471,NA
ENSMUSG00000082461,0.146785347,0.004345181,3.383133539,0.001284366,0.998975225,NA
ENSMUSG00000052372,639.2710371,-0.090015677,0.117939971,-0.763232987,0.445324459,0.625673277
ENSMUSG00000081892,0.413826218,1.075316858,1.520084659,0.707405901,0.479314271,NA
ENSMUSG00000084559,0.869561657,-0.16628368,1.207078605,-0.137757126,0.89043237,NA
ENSMUSG00000079513,0.051913892,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000062162,0.040070321,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000035277,1.870873238,-0.155503503,0.786691949,-0.197667591,0.843305148,0.912165848
ENSMUSG00000006678,410.2945496,-0.24976597,0.081886105,-3.050163019,0.002287172,0.010036021
ENSMUSG00000035246,1422.856063,-0.113919641,0.060140074,-1.894238464,0.058193365,0.144802097
ENSMUSG00000035232,1097.885537,-0.112621734,0.045502216,-2.475082397,0.013320544,0.044309155
ENSMUSG00000081044,0.222554185,0.41654513,2.617691542,0.159126896,0.873568898,NA
ENSMUSG00000079509,2090.356375,-0.053228738,0.052564247,-1.012641492,0.311231434,0.494093591
ENSMUSG00000035150,2026.585676,0.115879413,0.071197664,1.627573245,0.103615406,0.225304143
ENSMUSG00000043929,828.104612,0.041498129,0.052839268,0.785365332,0.432239401,0.614581782
ENSMUSG00000080923,0.260911148,0.004352867,2.219494558,0.001961198,0.998435192,NA
ENSMUSG00000043549,0.257443888,0.412759973,2.217586714,0.186130252,0.852342619,NA
