"","pathway","pathway_name","size","coverage","min_alpha_eBH","min_alpha_BY","min_alpha_Su","TDP","TDP_pvalue"
"226","mmu04662","B cell receptor signaling pathway",65,0.8125,1,1,0.998931884765625,0.0307692307692308,1
"227","mmu04664","Fc epsilon RI signaling pathway",56,0.848484848484849,1,1,0.999847412109375,0,1
"228","mmu04666","Fc gamma R-mediated phagosome formation",87,0.925531914893617,1,1,0.999969482421875,0,1
"229","mmu04668","TNF signaling pathway",96,0.813559322033898,1,1,0.999969482421875,0.0104166666666667,1
"230","mmu04670","Leukocyte transendothelial migration",86,0.722689075630252,1,1,0.999908447265625,0,1
"231","mmu04672","Intestinal immune network for IgA production",20,0.465116279069767,1,1,0.999969482421875,0,1
"232","mmu04713","Circadian entrainment",79,0.79,1,1,0.999908447265625,0,1
"233","mmu04714","Thermogenesis",211,0.894067796610169,1,1,0.999908447265625,0,1
"234","mmu04720","Long-term potentiation",56,0.835820895522388,1,1,0.999359130859375,0,1
"235","mmu04721","Synaptic vesicle cycle",59,0.766233766233766,1,1,0.999847412109375,0,1
"236","mmu04722","Neurotrophin signaling pathway",114,0.942148760330578,1,1,0.999664306640625,0.0087719298245614,1
"237","mmu04723","Retrograde endocannabinoid signaling",116,0.753246753246753,1,1,0.999969482421875,0,1
"238","mmu04724","Glutamatergic synapse",93,0.794871794871795,1,1,0.999969482421875,0,1
"239","mmu04725","Cholinergic synapse",89,0.780701754385965,1,1,0.999725341796875,0,1
"240","mmu04726","Serotonergic synapse",75,0.547445255474453,1,1,0.999908447265625,0,1
"241","mmu04727","GABAergic synapse",62,0.681318681318681,1,1,0.999481201171875,0.0161290322580645,1
"242","mmu04728","Dopaminergic synapse",112,0.817518248175182,1,1,0.999969482421875,0,1
"243","mmu04730","Long-term depression",50,0.833333333333333,1,1,0.999786376953125,0,1
"244","mmu04740",NA,53,0.0435497124075596,1,1,0.999969482421875,0,1
"245","mmu04742","Taste transduction",34,0.369565217391304,1,1,0.999969482421875,0,1
"246","mmu04744","Phototransduction",14,0.518518518518518,1,1,0.999969482421875,0,1
"247","mmu04750","Inflammatory mediator regulation of TRP channels",83,0.638461538461538,1,1,0.999725341796875,0,1
"248","mmu04810","Regulation of actin cytoskeleton",188,0.803418803418803,1,1,0.999664306640625,0.0053475935828877,1
"249","mmu04814","Motor proteins",161,0.813131313131313,1,1,0.999298095703125,0.0248447204968944,1
"250","mmu04820","Cytoskeleton in muscle cells",177,0.759656652360515,1,1,0.998687744140625,0.0170454545454545,1
"251","mmu04910","Insulin signaling pathway",124,0.885714285714286,1,1,0.999969482421875,0,1
"252","mmu04911","Insulin secretion",63,0.732558139534884,1,1,0.999847412109375,0,1
"253","mmu04912","GnRH signaling pathway",78,0.866666666666667,1,1,0.999664306640625,0,1
"254","mmu04913","Ovarian steroidogenesis",34,0.53125,1,1,0.999542236328125,0,1
"255","mmu04914","Progesterone-mediated oocyte maturation",83,0.89247311827957,1,1,0.999908447265625,0,1
"256","mmu04915","Estrogen signaling pathway",98,0.73134328358209,1,1,0.998687744140625,0.0204081632653061,1
"257","mmu04916","Melanogenesis",80,0.8,1,1,0.999298095703125,0.0125,1
"258","mmu04917","Prolactin signaling pathway",59,0.797297297297297,1,1,0.999847412109375,0,1
"259","mmu04918","Thyroid hormone synthesis",55,0.743243243243243,1,1,0.999847412109375,0,1
"260","mmu04919","Thyroid hormone signaling pathway",109,0.908333333333333,1,1,0.999847412109375,0,1
"261","mmu04920","Adipocytokine signaling pathway",59,0.819444444444444,1,1,0.999847412109375,0.0169491525423729,1
"262","mmu04921","Oxytocin signaling pathway",121,0.785714285714286,1,1,0.999847412109375,0,1
"263","mmu04922","Glucagon signaling pathway",85,0.817307692307692,1,1,0.999725341796875,0.0117647058823529,1
"264","mmu04923","Regulation of lipolysis in adipocytes",41,0.719298245614035,1,1,0.999725341796875,0,1
"265","mmu04924","Renin secretion",47,0.626666666666667,1,1,0.999786376953125,0,1
"266","mmu04925","Aldosterone synthesis and secretion",76,0.730769230769231,1,1,0.999908447265625,0,1
"267","mmu04926","Relaxin signaling pathway",105,0.801526717557252,1,1,0.999237060546875,0.019047619047619,1
"268","mmu04927","Cortisol synthesis and secretion",49,0.680555555555556,1,1,0.999786376953125,0,1
"269","mmu04928","Parathyroid hormone synthesis, secretion and action",95,0.818965517241379,1,1,0.999969482421875,0,1
"270","mmu04929","GnRH secretion",48,0.761904761904762,1,1,0.999786376953125,0,1
"271","mmu04930","Type II diabetes mellitus",39,0.8125,1,1,0.999969482421875,0,1
"272","mmu04931","Insulin resistance",93,0.845454545454545,1,1,0.999969482421875,0.0108695652173913,1
"273","mmu04932","Non-alcoholic fatty liver disease",142,0.876543209876543,1,1,0.999969482421875,0,1
"274","mmu04933","AGE-RAGE signaling pathway in diabetic complications",82,0.811881188118812,1,1,0.999298095703125,0.024390243902439,1
